NUM_STATION,THROUGHPUT,SUCCESS_RATE,COLLISION_RATE,NUM_TRANSMIT,ALPHA,NUM_FAIL,DELAY,CONTENTION_STATION_NUM,AVG_OCW,RU_COLLISION_RATE
1,15.39219307966999,100.0,0.0,100000.0,1.0,0.0,0.0,1.0,8.0,0.0
2,25.001446866149486,88.05368114465209,11.946318855347911,184466.2,1.0,0.13566970255349517,8.814189235495475,2.0,9.29119851215454,1.7691551232442038
3,31.119381849525915,79.45278661047581,20.547213389524188,254461.0,1.0,0.2586133455013073,16.801591830528935,2.2,10.780792743906748,1.915607688165378
4,35.34533924393547,73.00030014241115,26.99969985758885,314562.2,1.0,0.3698623055348222,24.02921426598633,3.8,12.244687428183708,4.408341765486098
5,38.330809013668265,67.88277506475717,32.11722493524283,366849.4,1.0,0.4731367179553403,30.73874629212255,4.2,13.690020016465605,6.624831468837096
6,40.50566432705332,63.56758923506205,36.43241076493795,413979.8,1.0,0.5731255145862497,37.234818431639475,4.8,15.074066611182815,8.37677038361021
7,42.08293313631326,59.89066598836605,40.10933401163395,456505.6,1.0,0.6697056971782496,43.50943973427652,6.0,16.391910846439185,11.660032304112459
8,43.35155768993966,56.73985545370162,43.26014454629838,496381.8,1.0,0.7624337855711683,49.53379818098766,5.8,17.65654663359726,10.722893544049736
9,44.286264006895706,53.97118617360311,46.02881382639689,533097.4,1.0,0.8528710025689934,55.409323294902364,7.4,18.86828643922582,11.327022144582509
10,45.077207240487624,51.49825208402984,48.50174791597016,568674.8,1.0,0.9417790931305496,61.18550412250555,7.2,19.992125717256908,15.417208603594409
11,45.633696589090015,49.27646732431524,50.72353267568476,601652.2,1.0,1.0293838816827843,66.87701202516713,8.0,21.084535544530333,17.903206203863043
12,46.08324098017486,47.24648448518998,52.75351551481002,633684.4,1.0,1.1165644704798419,72.54096051813437,9.0,22.128343170214272,16.61139337841738
13,46.35525181627878,45.31108472066592,54.68891527933408,664651.4,1.0,1.2069697252076164,78.41440910728842,9.0,23.156351511572975,22.10849958464237
14,46.60386651890161,43.61384092440714,56.38615907559286,694220.0,1.0,1.292832152985164,83.99271931514015,9.2,24.10728562121816,19.661986945618544
15,46.68532200467923,41.97971438135584,58.02028561864416,722503.8,1.0,1.382104644525285,89.79257454551872,9.6,25.058103182019003,23.156929209296134
16,46.76911710380495,40.490884116402626,59.509115883597374,750414.8,1.0,1.4697100259393754,95.48412096522935,11.0,25.9693246374159,25.574189350177726
17,46.69517300825022,39.05313092287152,60.94686907712848,776810.8,1.0,1.5606148016930856,101.39002243639639,10.2,26.855958240904734,28.94181524278377
18,46.68393670730206,37.74725202592278,62.25274797407722,803491.8,1.0,1.64918527504653,107.14426894922296,12.0,27.708064815050456,27.894039557452153
19,46.52770594754341,36.471662961050214,63.528337038949786,828810.4,1.0,1.7418754897399005,113.16616681742185,12.8,28.52675343154513,26.586434921004503
20,46.45487008989041,35.33214873827846,64.66785126172154,854202.0,1.0,1.8302171732836467,118.90554931389197,12.0,29.300903451998387,30.87672216575438
