NUM_STATION,THROUGHPUT,SUCCESS_RATE,COLLISION_RATE,NUM_TRANSMIT,ALPHA,NUM_FAIL,DELAY,CONTENTION_STATION_NUM,AVG_OCW,RU_COLLISION_RATE
1,12.052839649021315,100.0,0.0,100000.0,7.999999999999999,0.0,0.0,1.0,8.0,0.0
2,21.090239610452223,87.49075873159367,12.509241268406328,199999.98,7.382900289029129,0.1429766983576563,11.86249070933803,2.0,8.57633185856652,1.9260721684959716
3,27.68497010895767,76.56622714332778,23.43377285667222,299997.36,7.046988281523409,0.3060591335181659,25.393114189735186,3.0,9.260021242925067,4.034144943818612
4,32.29456175875036,66.99612554925987,33.00387445074013,399935.84,6.496228114445979,0.4926238446099878,40.87201513960147,4.0,10.087083597186911,7.81941500889194
5,35.30741972808794,58.652162848586705,41.347837151413295,499450.62,6.059508180638739,0.7049668997620405,58.48969373945698,4.94,11.092428027637265,12.079871232176572
6,37.05614453765306,51.47598499441006,48.52401500558994,597263.78,5.582583711894679,0.9426544397660487,78.21015355850953,6.0,12.298634637092118,16.549935210977193
7,37.79031433805805,45.42207003914076,54.57792996085924,690278.28,5.137438613361228,1.201572978800455,99.69210690511615,6.96,13.709449238929619,21.0730047278417
8,37.8398490984476,40.55216201567921,59.44783798432079,774187.28,4.7582724458285295,1.465961398615242,121.6278853203094,7.36,15.24882635728465,25.33201776358321
9,37.531805033265826,36.79787974347657,63.20212025652343,846228.16,4.425029923417336,1.7175529011366657,142.50192910150687,8.76,16.790394207353106,28.038480808787345
10,37.33255713045994,36.34266636215189,63.65733363784811,852278.86,2.4423474110826855,1.7516109149549859,145.32765439198528,9.22,17.050903546408787,29.15607057615471
11,37.199927682962105,36.340208032148524,63.659791967851476,849308.26,1.7616857843847127,1.7518012794638276,145.34344855455484,9.14,17.07356509190481,28.91393717703505
12,37.06397406228906,36.45467049304553,63.54532950695447,843547.26,1.3781221097239984,1.743162166746526,144.62667865062576,9.14,17.02214376755542,28.12086892094047
13,36.929437855558774,36.64093712923543,63.35906287076457,836212.62,1.1542834395228785,1.7292097697425612,143.46907617600084,8.56,16.935016145670783,28.029520476761586
14,36.81457188313568,36.75637885654435,63.24362114345565,830993.56,0.9946979361014,1.7206453906413786,142.7585067707339,9.14,16.865097534238995,27.885945056574172
15,36.72083694918522,36.89543121755933,63.10456878244067,825754.04,0.8763816761091365,1.710400318638718,141.90849363681716,8.7,16.790808499866454,28.278970548043347
16,36.6386197088034,37.099381529520684,62.900618470479316,819375.66,0.7898958351282218,1.6955102027888582,140.673090504986,8.84,16.686060258918094,27.79289295205196
17,36.56181660399191,37.23669372805053,62.76330627194947,814643.14,0.7117233770374963,1.6855301897778379,139.84506878548765,8.38,16.609330767106417,26.94147155353057
18,36.50196702343072,37.43465596143933,62.56534403856067,809008.34,0.654911137808218,1.6713657429582944,138.6698729617638,8.9,16.51409600618686,26.658211249354707
19,36.43827017645357,37.4042969984592,62.5957030015408,808252.02,0.6010226862575321,1.673510700024036,138.8478357595942,8.62,16.529993411683787,26.62220006212936
20,36.383118792787585,37.60802118761625,62.39197881238375,802657.18,0.5644523231403688,1.6590466386776817,137.6477815178099,9.08,16.43729941396038,26.856314708118607
21,36.347358017548935,37.56346578756804,62.43653421243196,802819.06,0.5211986840706779,1.662194211672588,137.90892935405128,9.0,16.451711060123543,26.099457025417227
22,36.30400395333139,37.439580278680396,62.560419721319604,804514.94,0.48938219653570203,1.6710155402118139,138.64081734029378,9.36,16.507677043286975,26.99820750020204
23,36.277528685758355,37.636692920995436,62.363307079004564,799717.82,0.46139599678577425,1.6570494224981778,137.48207648582883,9.46,16.417297971344627,25.679151780054177
24,36.2210129206441,37.83428341028207,62.16571658971793,794301.9,0.4366941566956033,1.6431688307216488,136.33043154731376,9.32,16.32266230733361,25.84898939285951
25,36.19289605631087,37.76077626413985,62.23922373586015,795230.3,0.4143315966820738,1.6483036708521714,136.75645896326296,9.32,16.356690277951188,26.137238246109515
26,36.165162472278475,37.82094794313024,62.17905205686976,793356.9,0.39467029936684006,1.6441007218494865,136.4077486904082,9.78,16.325464922994723,25.937207290606274
27,36.125614694822104,37.717666409671125,62.282333590328875,794659.42,0.3728996934695881,1.6513396483564902,137.0083479448413,9.48,16.36774808946506,26.577746507332964
28,36.09745685083404,37.72382716479325,62.27617283520675,793910.28,0.35721255434317356,1.6508860861854626,136.97071679863546,10.06,16.367356860806073,26.115295285351053
29,36.08183637064892,38.15585596348977,61.84414403651023,784581.52,0.3425023978403068,1.6208813681863998,134.48128535568924,9.82,16.176869886656092,25.96145558726937
30,36.054216083309235,37.972555764963914,62.027444235036086,787765.18,0.3278582742122576,1.6335580167878732,135.53304153685627,9.9,16.25596075648926,25.86048031973712
31,36.040637354160644,37.9502853325182,62.0497146674818,787930.72,0.31435157096714816,1.6350777361898738,135.65912961620145,9.74,16.26267617468992,26.45549150540212
32,36.01305081477196,37.96618775621089,62.03381224378911,786997.68,0.30269412367772497,1.6339784174907763,135.56792134237475,9.34,16.25256742558149,25.869742893046897
33,35.991336418860286,38.0461869717856,61.9538130282144,784869.22,0.2918515855284205,1.6284370168102942,135.1081624107165,9.78,16.21669825658386,25.893380367138707
34,35.979150997975125,37.99470480191924,62.00529519808076,785666.82,0.2812319136973843,1.6320366272177762,135.40681488700446,10.16,16.243037662538846,25.831898238392128
35,35.95550573715167,38.0725680643738,61.9274319356262,783544.6,0.2716185024459401,1.6266298591543091,134.95822615431473,9.92,16.206981708104436,24.999304196135675
